age,WORKCLASS,fnlwgt,educational_num,MARITAL_STATUS,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_0
40,0,301359,10,0,5,2,0,1,0,0,60,0,0
42,5,184527,10,2,4,5,0,0,0,0,45,0,0
41,3,333070,10,0,1,2,4,1,0,0,35,0,0
23,0,149574,10,5,2,3,0,1,0,0,45,0,0
41,1,34037,9,0,9,2,0,1,0,0,99,0,0
41,1,123502,10,2,3,1,0,1,0,0,40,0,0
29,1,267661,11,2,9,3,0,1,0,0,75,0,0
33,0,109920,13,2,8,3,4,0,0,0,40,0,0
43,0,134120,9,1,3,4,0,0,0,0,46,0,0
18,0,192254,10,2,3,1,0,0,0,0,10,0,0
67,1,94809,10,4,2,3,0,0,2346,0,33,0,0
21,0,183789,9,2,2,1,0,1,0,0,40,0,0
36,0,86643,8,0,7,2,0,1,0,0,48,0,0
22,NULL,190290,10,2,NULL,1,0,1,0,0,65,0,0
64,NULL,228140,13,0,NULL,2,0,1,0,0,40,0,1
24,0,198349,7,2,3,1,0,0,0,0,30,0,0
44,4,113597,9,0,1,2,0,1,0,0,40,0,0
22,3,280567,10,2,10,1,0,1,0,0,4,0,0
60,0,298967,4,0,10,2,0,1,0,0,15,0,0
31,1,134615,10,0,5,2,0,1,0,0,50,0,1
74,0,89852,8,0,6,2,0,1,0,0,11,0,0
30,0,289442,13,2,4,3,0,1,0,0,40,0,0
29,0,159109,7,2,10,5,0,1,0,0,40,0,0
47,0,105495,10,0,4,0,0,0,0,0,50,0,1
71,0,155093,11,4,8,3,0,0,0,0,20,0,0
33,0,312923,6,0,2,2,0,1,0,0,80,20,0
56,0,202435,9,4,7,5,0,0,0,0,30,0,0
24,1,49154,7,2,2,5,2,0,0,0,40,0,0
37,0,184456,13,0,3,2,0,1,0,0,40,0,1
52,0,95329,13,0,7,2,0,1,0,0,40,7,0
42,0,173938,13,0,2,2,0,1,0,0,40,NULL,0
56,0,373216,9,0,8,2,0,1,0,0,48,0,0
52,0,204226,13,1,1,3,0,1,0,0,40,0,0
56,5,222745,16,0,10,2,0,1,0,0,56,0,0
54,0,106728,13,0,0,2,0,1,0,0,40,0,0
43,1,61287,13,0,4,2,0,1,0,0,60,0,0
68,0,146011,9,4,1,3,0,0,3273,0,42,0,0
38,0,166744,13,0,8,0,0,0,0,0,40,0,0
44,4,54651,14,0,5,2,0,1,0,0,40,0,1
32,NULL,42894,7,0,NULL,0,0,0,0,0,15,0,0
23,0,131230,13,2,12,1,0,1,0,0,50,0,0
69,0,271312,9,4,8,3,0,0,0,0,40,0,0
52,0,163776,9,0,3,2,0,1,0,1902,60,0,1
24,0,230126,12,0,2,2,0,1,0,0,40,0,0
45,0,37718,13,0,5,2,0,1,0,0,40,0,1
43,0,245975,5,0,8,2,0,1,0,0,84,0,0
59,5,115439,13,0,4,2,0,1,0,1977,40,0,1
35,0,97554,12,0,4,2,0,1,0,0,50,0,1
43,0,109762,13,0,5,2,0,1,0,0,20,0,1
47,0,138342,7,0,9,2,0,1,0,0,40,0,0
29,NULL,429696,10,0,NULL,1,4,0,0,0,14,0,0
77,NULL,309955,12,0,NULL,2,0,1,0,1411,2,0,0
48,0,275154,9,0,6,2,4,1,0,0,40,0,0
40,0,52849,13,0,4,2,0,1,0,0,50,NULL,1
23,5,191165,10,2,12,3,0,1,0,0,15,0,0
51,0,277471,9,0,1,2,0,1,0,0,40,0,1
43,0,171754,12,0,4,0,4,0,0,0,40,NULL,0
44,0,117936,9,0,1,2,4,1,0,0,40,0,0
24,0,249956,13,2,8,3,0,0,0,0,40,0,0
39,2,170502,14,1,4,3,4,1,0,0,70,0,1
19,0,202951,10,2,6,1,0,1,0,0,20,0,0
21,0,396722,10,2,2,1,0,0,0,0,25,0,0
49,0,93557,9,0,4,2,0,1,0,0,48,0,1
22,0,103805,10,2,2,1,0,1,0,0,36,0,0
59,0,92141,9,4,7,3,4,0,0,0,40,0,0
51,0,171924,9,0,1,2,0,1,7688,0,50,0,1
38,4,173804,13,1,5,1,0,0,0,0,38,0,0
45,0,139571,9,0,1,2,0,1,0,0,50,0,1
56,2,142076,10,0,9,2,0,1,0,0,60,0,0
67,NULL,126514,10,4,NULL,3,0,0,0,0,4,0,0
27,4,68729,9,0,12,2,1,1,0,0,40,0,1
21,0,37783,10,2,4,3,0,0,0,0,38,0,0
55,1,183580,14,1,4,3,0,1,0,0,45,0,0
31,0,106637,10,1,8,5,0,0,0,0,20,0,0
57,1,411604,5,0,9,2,0,1,0,0,45,20,0
33,0,214635,9,2,1,3,4,1,0,0,40,NULL,0
26,0,201663,14,2,5,3,4,1,0,0,40,0,0
51,0,153064,9,0,10,2,0,1,5013,0,40,0,0
35,0,212465,9,2,2,3,0,1,0,0,40,0,0
19,NULL,93604,9,2,NULL,1,0,1,0,0,20,0,0
46,0,141221,13,0,8,2,1,1,0,0,40,15,1
38,4,289653,13,0,12,2,0,1,0,1628,48,0,0
24,0,219835,4,2,6,3,0,1,0,0,24,31,0
38,5,187119,14,1,4,3,0,0,0,0,50,0,1
49,0,406518,9,1,11,5,0,0,0,0,16,35,0
34,1,372793,13,1,4,3,4,1,0,0,21,NULL,0
55,NULL,229029,13,0,NULL,2,0,1,5178,0,20,0,1
51,0,145105,10,2,10,3,0,1,0,0,30,0,0
72,0,171181,9,4,8,5,0,0,2329,0,20,0,0
60,0,80927,4,0,10,2,0,1,0,0,50,0,1
45,0,191357,11,0,1,2,0,1,0,0,40,0,0
21,0,153542,6,0,9,2,0,1,0,0,30,0,0
49,0,27802,10,0,1,2,0,1,0,1887,40,0,1
46,0,275792,13,2,4,5,4,0,0,0,40,0,0
62,3,162876,10,0,8,2,0,1,0,0,40,0,0
51,0,197600,13,0,4,2,0,1,0,0,50,0,1
50,0,134247,10,0,1,2,0,1,0,0,50,0,1
18,0,179597,9,2,2,3,0,1,0,0,20,0,0
71,0,148003,13,1,3,3,0,0,0,1911,38,0,1
30,0,185177,9,2,6,3,0,1,0,0,22,0,0
51,0,133069,6,4,3,5,0,0,0,0,40,0,0
36,0,177154,11,2,0,3,0,1,0,0,40,0,1
41,5,29324,9,1,8,5,0,0,0,0,45,0,0
38,5,54911,10,1,0,5,0,0,0,0,10,0,0
49,0,219611,13,0,4,2,0,1,0,0,75,0,1
42,5,200294,13,1,5,5,0,0,0,0,40,0,0
53,0,177063,10,0,3,2,0,1,0,0,45,0,1
21,0,140001,10,2,8,1,0,1,0,0,10,0,0
19,0,237433,9,2,5,3,0,0,4416,0,40,0,0
43,5,99185,13,1,5,3,0,0,0,0,40,0,0
47,1,52291,14,0,3,2,0,1,7688,0,45,0,1
30,0,247328,9,3,12,3,0,1,0,0,40,0,1
63,1,388594,15,0,5,2,0,1,15024,0,50,0,1
53,4,130730,9,1,8,4,0,0,0,0,35,0,0
23,0,115458,10,0,3,2,0,1,0,0,40,0,0
28,0,113866,9,1,8,5,0,0,0,0,40,0,0
61,0,284710,15,0,5,2,0,1,0,1902,45,29,1
60,4,168381,11,4,8,3,2,0,0,0,40,0,0
32,0,167063,13,0,0,2,0,1,0,0,40,0,0
47,0,33794,9,0,1,2,0,1,0,0,56,0,1
36,0,263574,11,0,8,0,0,0,0,0,40,0,0
24,0,95552,9,2,6,3,0,1,0,0,40,0,0
46,0,245724,13,0,4,2,0,1,3818,0,44,0,0
59,0,152731,6,0,10,2,0,1,0,0,40,0,0
30,0,366876,7,0,10,2,0,1,0,0,40,0,0
30,0,203488,13,2,5,3,0,1,0,0,60,0,0
38,0,30529,9,0,6,2,0,1,3411,0,40,0,0
57,0,201159,9,4,3,3,0,0,0,0,30,0,0
64,2,182158,15,0,5,2,0,1,99999,0,60,0,1
48,0,443377,14,2,5,3,0,1,0,0,60,0,0
28,0,101618,13,0,4,2,0,1,0,0,42,0,1
46,2,132576,9,0,3,2,0,1,0,1887,45,0,1
51,NULL,123429,9,0,NULL,2,0,1,0,0,40,0,0
55,2,147098,9,1,4,5,0,1,0,2444,60,0,1
44,0,30424,12,1,4,3,0,0,0,1980,40,0,0
50,0,68898,11,0,12,2,0,1,0,0,40,0,0
58,0,158864,9,4,4,3,0,1,0,0,55,0,1
27,3,180103,11,2,0,5,4,1,1151,0,40,0,0
52,0,317625,14,1,5,5,0,0,0,0,40,0,0
30,0,80933,10,0,3,2,0,1,0,0,40,0,0
49,0,107373,6,0,10,2,0,1,0,0,99,0,1
32,1,220148,9,0,4,2,0,1,0,0,40,0,0
44,2,63503,13,0,3,2,0,1,0,0,60,9,1
63,0,210350,3,0,7,2,3,1,0,0,32,20,0
60,0,194589,13,0,5,2,0,1,7688,0,40,0,1
55,0,200453,10,0,0,2,0,1,0,0,40,0,0
77,1,101575,8,1,10,3,0,1,0,0,12,0,0
55,0,201232,14,0,4,2,0,1,0,0,55,0,1
51,0,168553,9,2,1,1,0,1,0,0,35,0,0
35,0,166606,10,0,4,2,0,1,0,0,40,0,0
26,NULL,104756,9,6,NULL,0,0,0,0,1651,42,0,0
33,0,106014,13,1,3,3,0,1,0,0,40,0,0
34,0,100882,13,0,3,2,0,1,0,0,47,0,1
52,5,108836,13,0,12,2,0,1,0,0,48,0,1
50,0,271493,9,1,8,3,0,0,0,0,40,0,0
48,4,204629,16,0,5,2,0,1,15024,0,45,4,1
24,0,153078,13,2,0,3,1,1,0,0,40,0,0
44,0,148316,12,0,2,2,0,1,0,0,40,0,0
40,0,293485,9,1,11,5,0,0,0,0,32,0,0
61,4,257105,10,1,1,5,0,1,0,0,40,0,0
60,0,248160,9,0,9,2,0,1,0,0,40,0,0
18,NULL,104704,7,2,NULL,1,4,1,0,0,25,0,0
47,0,209057,10,1,1,5,0,1,0,0,40,0,1
30,3,243233,10,0,13,2,0,1,0,0,48,0,1
44,0,204314,9,0,2,0,4,0,0,0,38,0,1
60,0,108969,6,0,1,2,0,1,0,0,50,0,0
44,0,103397,9,1,6,4,0,0,0,0,40,0,0
33,0,198452,13,3,0,5,0,0,5455,0,40,0,0
38,0,216572,9,3,11,5,4,0,0,0,40,0,0
42,0,311920,13,0,4,0,0,0,0,1485,17,0,1
45,2,363298,13,0,4,2,4,1,0,0,45,0,1
40,0,146906,14,0,4,2,0,1,0,0,50,0,1
40,0,339814,10,0,4,2,0,1,0,0,40,0,1
60,0,169408,13,0,4,2,0,1,7298,0,40,0,1
40,1,308296,9,1,2,1,0,0,0,0,40,0,0
45,0,59380,13,2,5,3,0,0,0,0,40,0,0
51,1,195634,14,2,4,3,0,1,10520,0,20,0,1
31,3,180656,9,2,8,1,0,1,0,0,35,0,0
19,0,144793,7,2,7,1,0,1,0,0,40,0,0
24,4,56820,13,2,5,3,0,1,0,0,40,0,0
51,0,41414,5,2,2,3,4,0,0,0,40,0,0
28,1,160731,13,0,9,2,0,1,0,0,50,0,0
31,0,175778,12,2,8,3,0,0,0,0,40,0,0
19,0,230238,9,2,10,1,0,1,0,0,46,0,0
39,5,372130,14,0,5,2,4,1,5013,0,56,0,0
27,0,167501,13,0,5,0,0,0,0,0,40,0,0
39,0,141029,9,0,8,0,0,0,0,0,40,0,1
45,0,135525,14,1,8,5,0,0,0,0,40,0,0
21,0,522881,11,2,4,4,0,1,0,0,40,20,0
67,0,162009,6,0,12,2,0,1,0,0,16,0,0
28,0,365745,5,0,1,2,0,1,0,0,40,0,0
28,0,68393,9,2,2,3,0,0,0,0,46,0,0
48,0,203576,10,0,1,2,0,1,0,0,40,0,1
24,5,138513,13,2,5,3,0,1,0,0,20,0,0
66,NULL,188686,13,0,NULL,0,0,0,0,0,4,0,0
23,0,39551,9,3,8,3,0,0,0,0,40,0,0
17,0,127366,6,2,2,1,0,0,0,0,20,0,0
21,0,183747,9,2,8,1,0,0,0,0,40,0,0
30,0,136331,9,0,8,2,0,1,0,0,40,0,0
53,0,81794,9,0,3,0,0,0,0,0,40,0,0
40,0,222596,13,0,5,2,0,1,0,0,60,0,1
39,0,108943,7,1,2,5,0,0,0,0,40,0,0
38,0,189092,11,0,1,2,0,1,0,0,43,0,0
33,0,152109,12,0,1,2,0,1,0,0,45,0,0
36,0,195565,13,1,4,5,0,0,0,0,40,0,0
53,0,255927,13,4,8,5,0,0,0,0,52,0,0
32,0,100734,9,2,4,3,0,0,0,0,50,0,0
52,4,266433,10,4,0,5,0,0,0,0,40,0,0
31,0,158672,7,3,2,3,0,1,0,0,38,3,0
35,0,102268,8,1,12,4,0,1,0,0,40,0,0
49,1,228399,9,1,7,5,4,0,0,0,40,0,0
28,0,298510,12,2,8,1,0,1,0,0,40,0,0
75,2,126225,9,0,4,2,0,1,0,0,40,0,1
43,0,228456,12,1,4,3,4,1,0,0,40,0,0
22,2,437161,9,2,8,5,4,0,0,0,40,0,0
43,3,183608,9,1,8,3,4,0,0,0,40,0,0
40,4,174395,13,0,4,2,0,1,0,0,60,0,1
29,0,221366,10,2,10,3,0,1,0,0,40,0,0
21,0,421010,7,0,1,2,0,1,0,0,60,0,0
44,0,245333,11,2,5,3,4,1,0,0,40,0,0
33,4,352277,10,0,8,2,0,1,3103,0,45,0,1
38,0,29874,13,2,3,3,0,1,0,0,48,0,1
29,0,77322,9,2,2,3,0,0,0,0,32,0,0
34,0,260560,9,0,1,2,0,1,0,0,55,0,1
27,2,217848,8,0,8,2,0,1,0,0,40,0,1
20,0,283731,9,2,1,3,0,1,0,0,40,0,0
35,5,190759,14,2,8,3,0,1,0,0,40,0,0
59,5,109567,10,0,4,2,0,1,0,0,40,0,1
19,1,209826,10,2,9,1,0,0,0,0,32,0,0
27,0,232801,6,1,7,4,0,0,0,0,40,0,0
41,0,154374,13,0,4,2,0,1,0,1887,50,0,1
35,2,126738,12,2,9,1,0,1,0,0,50,0,0
26,0,202156,9,0,2,1,0,0,0,0,30,0,0
32,0,195447,13,0,4,2,0,1,0,0,55,0,1
23,NULL,113301,7,3,NULL,3,0,0,0,0,35,0,0
23,0,189203,11,2,8,3,0,1,0,0,50,0,0
21,0,223019,9,2,2,1,0,0,0,0,30,0,0
58,0,195878,9,0,4,2,0,1,0,0,24,12,0
58,0,163150,9,4,11,3,0,0,0,0,28,0,0
19,1,139278,9,2,3,1,0,1,0,0,20,0,0
29,0,196494,10,1,6,5,0,0,0,0,36,0,0
25,3,303704,12,1,8,3,0,0,0,0,40,0,0
29,0,304082,12,2,5,3,0,1,0,0,40,38,0
18,0,106943,7,2,3,1,0,0,0,0,12,0,0
23,0,220993,10,2,2,1,0,1,0,0,35,0,0
52,0,83984,10,0,3,1,0,0,0,0,40,0,0
23,5,340605,13,2,8,3,0,0,0,0,12,0,0
18,0,379710,9,2,3,1,0,0,0,0,20,0,0
39,0,145933,13,0,1,2,0,1,15024,0,55,0,1
34,1,208068,5,0,1,2,3,1,0,0,40,31,0
39,0,172718,10,1,3,5,0,0,0,0,40,0,0
30,0,53285,11,0,7,2,0,1,0,0,40,0,0
50,0,139793,10,1,8,5,0,0,3418,0,38,0,0
68,NULL,365350,3,5,NULL,3,0,1,0,0,30,0,0
32,0,144064,9,2,8,5,0,1,0,0,40,0,0
29,0,182676,6,2,2,1,0,0,0,0,38,20,0
29,0,108574,9,1,2,3,0,0,0,0,30,0,0
31,1,163845,9,1,2,5,0,0,0,0,40,0,0
25,0,344804,3,5,6,4,0,1,0,0,40,20,0
30,5,252818,10,2,5,3,0,0,0,0,40,0,0
56,4,114231,6,4,2,5,0,0,0,0,25,0,0
42,0,111895,10,0,1,2,0,1,0,1887,40,0,1
52,0,128814,10,1,2,5,0,0,0,0,50,0,0
37,0,168941,14,0,4,2,0,1,0,0,55,0,1
27,0,212578,10,2,2,1,0,1,0,1721,20,0,0
32,NULL,251120,10,2,NULL,4,0,1,0,0,40,0,0
19,0,192773,9,2,2,1,0,0,0,0,24,0,0
37,5,180667,9,0,12,2,0,1,0,0,40,0,0
46,0,186172,9,0,1,2,0,1,0,0,50,0,1
33,0,309590,9,2,2,3,4,1,0,0,40,18,0
40,0,34178,10,1,1,5,0,1,0,0,40,0,1
44,0,103759,13,0,0,2,0,1,0,0,40,0,1
34,5,137900,13,2,5,3,0,0,0,0,48,0,1
60,0,223911,10,5,8,5,4,0,0,0,40,0,0
48,0,55720,10,0,10,2,0,1,2407,0,40,0,0
39,0,123535,7,0,2,2,3,1,0,0,40,31,0
24,0,479296,5,2,3,1,0,1,0,0,48,0,0
65,NULL,263125,4,0,NULL,2,0,1,2290,0,27,0,0
63,NULL,174817,9,0,NULL,2,0,1,0,0,32,0,0
28,0,134890,9,0,1,2,0,1,0,0,40,0,1
33,0,183887,9,0,1,2,4,1,0,1902,46,0,1
28,0,55360,9,2,3,4,4,1,0,0,40,0,0
34,0,113211,12,0,5,0,0,0,0,0,45,0,1
25,0,224203,7,0,1,2,3,1,0,0,40,0,0
74,NULL,132112,9,0,NULL,2,0,1,0,0,48,0,0
28,0,113635,8,2,1,3,0,1,0,0,40,0,0
23,0,52262,11,0,1,2,0,1,0,0,40,0,0
25,4,202300,10,2,8,1,0,0,0,0,40,0,0
19,0,307761,9,2,3,1,0,1,0,0,15,0,0
48,0,324655,13,2,5,3,0,1,0,0,40,0,0
60,0,23336,14,1,3,3,0,1,0,0,50,0,0
26,0,206199,7,2,10,3,4,1,0,0,40,0,0
38,3,365430,9,1,1,5,0,1,0,0,40,0,0
53,0,42740,10,3,2,1,0,0,0,0,39,0,0
30,0,160594,9,0,1,2,0,1,0,0,40,0,0
53,2,202069,10,0,4,0,4,0,0,0,30,0,0
22,NULL,142875,6,2,NULL,4,0,1,0,0,40,0,0
41,2,60414,13,0,4,2,0,1,0,0,99,0,1
42,0,340885,9,2,1,3,0,1,0,0,50,0,0
22,0,194096,13,2,2,1,0,0,0,0,20,0,0
27,5,222506,13,2,5,3,4,0,0,0,60,0,0
44,0,55191,15,2,5,3,4,0,0,0,40,0,0
58,0,88572,9,1,8,5,0,0,0,0,45,0,0
28,0,216757,16,2,5,1,0,1,0,0,30,0,0
48,0,57534,10,0,7,2,0,1,0,0,40,0,0
43,NULL,96321,9,0,NULL,2,0,1,0,0,40,0,1
41,1,201908,10,0,1,2,0,1,0,0,40,0,0
50,4,237868,14,0,5,2,0,1,0,0,40,0,0
46,0,285570,9,0,1,2,0,1,0,0,40,0,0
35,0,187625,10,0,3,0,0,0,0,0,40,0,1
24,0,376755,10,2,2,5,0,0,0,0,20,0,0
56,4,137078,14,0,5,2,0,1,0,0,40,0,0
42,0,175943,13,2,8,1,0,0,0,0,35,0,0
27,0,211208,7,3,3,3,0,1,0,0,40,0,0
35,0,105821,11,0,8,2,0,1,0,0,36,0,0
49,0,205694,9,2,2,1,0,0,0,0,40,4,0
39,0,148485,10,0,1,2,0,1,0,0,50,0,0
28,0,142264,11,2,2,3,0,1,0,0,40,0,0
45,1,125892,9,0,4,2,0,1,0,0,50,0,0
66,0,250226,9,4,3,3,0,0,0,0,16,0,0
19,0,300679,10,2,1,1,0,0,0,0,40,0,0
18,0,112626,10,2,11,1,0,0,0,0,15,0,0
47,0,153883,13,0,5,2,4,1,7688,0,45,0,1
48,0,103648,11,1,0,5,0,0,0,0,41,0,0
26,5,162487,13,2,5,3,0,1,0,0,20,NULL,0
49,4,331650,14,1,5,5,0,0,9562,0,32,0,1
50,2,171338,14,0,3,2,0,1,15024,0,40,0,1
47,1,178319,15,0,5,2,0,1,0,1902,42,0,1
30,0,217460,13,0,5,2,0,1,0,0,40,0,0
44,1,182653,10,2,1,3,0,1,0,0,20,0,0
70,NULL,152837,9,4,NULL,5,0,0,0,0,20,0,0
47,0,459189,9,0,10,2,0,1,0,0,40,0,1
52,0,87858,9,0,6,2,4,1,0,0,40,0,1
32,0,125279,9,1,1,5,0,1,0,0,99,0,0
39,1,169542,10,0,1,2,0,1,5178,0,40,0,1
47,0,363418,13,0,4,2,0,1,0,0,45,2,1
42,0,198282,9,0,2,2,0,1,0,0,40,0,0
33,0,104620,14,0,0,0,0,0,0,0,15,0,0
29,0,176137,9,1,8,5,0,0,0,0,40,0,0
27,NULL,168347,9,3,NULL,5,4,0,0,0,40,0,0
40,0,191814,13,0,4,2,0,1,0,1902,40,0,1
42,4,150533,14,0,12,2,0,1,7688,0,35,0,1
28,0,115677,10,0,7,2,0,1,0,1902,40,0,1
19,0,182590,9,2,2,1,0,0,0,0,40,0,0
30,0,239648,10,2,7,5,1,1,0,0,40,1,0
71,0,139031,9,4,5,3,0,0,0,0,40,0,0
53,3,141340,9,0,10,2,0,1,0,0,40,0,1
64,0,170645,3,0,7,2,0,1,2105,0,40,0,0
44,4,241506,14,1,5,5,0,0,0,0,50,0,0
72,0,163921,10,4,8,5,4,0,0,0,20,0,0
64,1,104958,4,0,1,2,0,1,0,0,70,0,0
51,0,144284,9,0,10,2,0,1,0,0,40,0,0
51,1,181139,10,0,3,2,0,1,0,0,40,0,1
55,0,209962,9,0,3,2,0,1,0,0,35,0,0
34,0,87218,13,0,5,2,0,1,0,0,45,0,1
36,0,182189,10,2,1,3,0,1,0,0,40,0,0
20,0,196337,10,2,3,1,0,1,0,0,35,0,0
25,0,238605,9,2,3,1,0,0,0,0,25,0,0
40,0,106501,9,0,10,2,0,1,2829,0,50,0,0
24,0,172169,9,0,6,2,0,1,0,0,50,0,0
39,0,242922,9,2,0,3,4,1,0,0,35,0,0
56,0,257555,14,0,5,2,0,1,0,0,40,0,1
25,0,192302,13,2,4,3,0,0,0,0,60,0,0
38,2,115487,10,1,4,3,0,1,0,0,45,0,0
22,0,70160,10,2,6,3,0,1,0,0,40,0,0
29,0,410351,12,0,1,2,0,1,0,0,43,0,0
25,0,236421,8,2,2,1,4,1,0,0,40,0,0
36,0,196662,10,2,10,3,0,1,0,0,50,3,0
50,1,203004,9,1,4,3,0,0,99999,0,60,0,1
22,0,200819,9,0,10,2,0,1,0,0,40,0,0
19,0,222866,6,2,9,4,0,1,0,0,40,0,0
20,0,204160,10,2,3,1,0,0,0,0,12,0,0
54,0,141707,14,0,5,2,4,1,0,0,40,0,1
32,0,123157,13,0,0,2,0,1,0,0,30,NULL,0
28,0,219863,12,0,7,2,0,1,0,0,40,0,0
44,NULL,29841,9,1,NULL,5,0,0,0,0,50,0,0
59,0,35723,13,0,9,2,0,1,99999,0,40,0,1
52,0,163948,5,0,9,2,0,1,0,0,60,0,1
19,NULL,255117,10,2,NULL,3,0,0,0,0,30,0,0
39,0,100032,9,0,12,0,0,0,0,0,15,0,1
22,0,33087,9,0,7,2,0,1,0,0,45,0,0
24,NULL,324469,10,2,NULL,3,0,0,0,0,38,0,0
57,0,337001,14,0,4,2,0,1,0,0,45,0,1
18,0,151747,7,2,2,1,0,1,0,0,40,0,0
31,4,85057,10,0,8,0,2,0,0,0,40,0,1
25,0,257910,13,2,5,3,0,1,0,0,45,0,0
37,0,94331,8,1,7,5,0,0,0,0,40,0,0
26,0,250261,2,2,6,3,0,1,0,0,55,20,0
32,0,97359,9,2,1,1,0,1,0,0,40,0,0
53,5,121294,4,5,2,5,0,0,0,0,45,17,0
49,2,211020,16,0,5,2,0,1,15024,0,50,0,1
34,NULL,165295,4,3,NULL,5,0,0,0,0,40,20,0
65,2,116057,9,1,3,3,0,0,6723,0,40,0,0
52,0,469005,13,1,4,3,0,1,0,0,40,20,0
30,4,197886,9,0,1,2,0,1,0,0,40,0,0
40,0,379917,11,2,10,3,0,1,0,0,32,0,0
28,0,30912,12,2,7,3,0,1,0,0,40,0,0
28,0,206889,9,1,1,3,0,1,0,0,40,0,0
45,1,87490,15,0,5,2,0,1,0,1977,50,0,1
40,4,241851,15,0,4,2,0,1,0,0,50,0,1
42,0,155899,12,0,3,2,0,1,0,0,45,0,0
25,3,253135,13,2,4,3,0,0,0,0,40,NULL,0
77,4,120408,10,0,12,2,0,1,0,0,20,0,0
64,0,77884,11,0,3,2,1,1,0,0,40,15,0
43,0,162887,10,0,4,2,4,1,0,0,40,0,1
30,0,154843,14,2,5,3,0,1,0,0,40,7,0
43,4,115511,10,0,9,2,0,1,0,2002,40,0,0
40,0,121492,10,2,7,3,4,1,0,0,48,0,0
31,0,103596,9,0,3,2,0,1,0,0,55,0,1
25,0,457070,4,1,1,1,0,1,0,0,45,0,0
19,0,73461,9,2,0,3,4,1,0,0,40,0,0
41,2,153078,9,0,4,2,1,1,0,1887,70,10,1
51,0,194788,6,1,8,4,0,0,0,0,30,0,0
31,1,203181,6,0,1,2,0,1,0,0,35,0,0
35,0,230279,9,2,7,5,0,0,0,0,40,0,0
52,0,89041,13,0,3,2,0,1,0,0,40,0,1
41,5,92717,10,2,8,5,4,0,0,1504,40,0,0
27,0,257033,9,2,6,3,4,1,0,0,60,0,0
40,0,145166,9,0,1,2,0,1,4064,0,40,0,0
38,0,20308,9,0,8,2,0,1,0,0,40,0,1
34,NULL,203784,7,0,NULL,2,0,1,0,0,40,0,0
27,0,38353,9,1,1,3,0,1,0,0,40,0,0
25,0,133373,13,2,3,1,0,1,0,0,40,0,1
60,NULL,167978,9,2,NULL,3,0,0,0,0,40,0,0
20,0,166302,9,2,3,1,0,0,0,0,20,0,0
17,0,333304,9,2,2,1,0,0,0,0,40,0,0
31,4,265706,13,2,12,3,0,1,4650,0,40,0,0
65,1,111916,15,0,4,2,0,1,0,0,10,0,1
62,5,213700,16,1,5,3,0,1,0,0,50,0,0
39,0,276559,14,2,5,3,0,1,0,2444,45,0,1
36,0,36989,10,0,3,2,0,1,0,0,40,0,0
59,0,181566,9,0,1,2,0,1,4508,0,40,0,0
23,0,202920,11,2,8,1,0,0,0,0,40,5,0
32,1,24529,10,2,1,3,0,1,0,0,50,0,1
22,0,137320,9,2,1,3,4,1,0,0,40,0,0
66,NULL,106791,9,4,NULL,5,0,0,0,0,40,0,0
28,0,160510,10,0,8,2,0,1,0,0,50,0,1
34,NULL,112584,9,3,NULL,5,0,0,0,0,40,0,0
19,0,233779,9,2,1,1,0,1,0,0,40,0,0
54,5,276005,15,0,5,2,0,1,0,0,40,0,1
36,2,192251,10,0,3,0,0,0,0,1902,15,0,1
70,NULL,308689,3,0,NULL,2,4,1,0,0,40,12,0
50,0,274528,9,1,1,4,0,1,0,0,40,0,0
17,0,23856,7,2,4,1,0,0,0,0,20,0,0
53,0,175220,13,0,3,2,1,1,7688,0,48,27,1
41,1,233150,11,0,3,2,0,1,0,0,55,0,0
26,0,153169,6,0,6,2,0,1,0,0,40,0,0
59,3,298449,10,0,8,2,0,1,0,0,43,0,0
17,0,188949,7,2,10,3,0,1,0,0,40,0,0
30,0,157911,10,0,8,0,0,0,0,0,40,0,1
33,0,243330,9,0,7,2,0,1,0,0,55,0,0
40,0,271343,10,3,0,1,0,0,0,0,32,0,0
48,0,45564,11,1,5,3,0,1,4650,0,50,0,0
47,0,262043,13,5,8,3,0,0,0,0,40,0,0
38,0,103323,9,1,7,3,0,1,0,0,40,0,0
30,1,96480,14,0,5,0,0,0,0,0,60,0,1
47,0,154117,9,3,1,4,0,0,0,0,40,0,0
41,0,151856,9,0,12,2,0,1,0,0,40,0,0
20,0,132053,9,2,8,4,0,0,0,1719,40,0,0
29,0,199118,10,2,8,3,0,0,0,0,40,31,0
36,1,119272,9,0,4,2,0,1,0,0,38,0,0
18,0,209792,10,2,2,1,0,0,0,0,40,0,0
35,0,185084,9,0,6,2,0,1,0,0,48,0,1
41,0,230931,9,2,2,5,0,0,0,0,40,3,0
23,0,162282,9,2,7,1,0,1,0,0,40,0,0
39,1,185366,12,0,1,2,0,1,0,0,35,0,1
46,0,93557,10,0,8,2,0,1,0,0,40,0,0
45,0,160428,12,1,5,5,0,0,0,0,43,0,0
53,0,159650,4,0,1,2,0,1,0,0,40,0,0
54,4,137678,9,1,2,3,0,0,0,0,30,0,0
48,1,56841,10,1,10,3,0,1,0,0,40,0,0
32,1,33124,13,2,1,3,0,0,0,0,35,0,0
31,0,219117,10,1,4,5,0,0,5455,0,60,0,0
